sofifa_id,short_name,nationality,overall,player_positions,work_rate,team_position
211591,M. Dembélé,France,80,ST,High/Medium,ST
211990,O. Vlachodimos,Greece,80,GK,Medium/Medium,GK
212623,Santi Mina,Spain,80,ST,High/Medium,LS
212692,Rony Lopes,Portugal,80,"LM, LW",High/Medium,LW
215330,J. Correa,Argentina,80,"CF, ST, CAM",High/Medium,CF
219809,T. Bakayoko,France,80,"CDM, CM",Medium/Medium,RES
226168,M. Eggestein,Germany,80,"CM, CAM, CDM",High/High,RCM
234035,Odriozola,Spain,80,RB,High/Medium,SUB
239207,M. Gómez,Uruguay,80,ST,High/Low,SUB
202648,Sergi Darder,Spain,80,"CM, CDM",Medium/Low,LCM
204311,K. Zouma,France,80,CB,Medium/Medium,LCB
207439,L. Paredes,Argentina,80,"CM, CDM",Medium/Medium,SUB
208920,N. Aké,Netherlands,80,CB,Medium/High,LCB
210864,E. Hysaj,Albania,80,RB,Medium/Medium,SUB
211575,André Gomes,Portugal,80,"CDM, CM",Medium/Medium,LDM
215785,K. Baldé,Senegal,80,"RM, ST, LM",High/Low,SUB
222028,J. Weigl,Germany,80,"CDM, CB",Medium/Medium,RDM
223874,V. Rongier,France,80,"CM, CAM",Medium/High,LCM
227950,Yeray,Spain,80,CB,Medium/Medium,RCB
242348,Loren,Spain,80,ST,Medium/Medium,SUB
193352,R. Rodríguez,Switzerland,80,"LB, CB",Medium/Medium,LB
198784,A. Oxlade-Chamberlain,England,80,"CM, RM",High/High,SUB
199823,Campaña,Spain,80,"CM, CDM",Medium/Medium,CDM
201143,A. Mandi,Algeria,80,CB,High/Medium,SUB
202477,Deulofeu,Spain,80,"CF, RW, LW",High/Low,RS
205069,Bernat,Spain,80,"LB, LM",High/Medium,LB
205849,E. Andrada,Argentina,80,GK,Medium/Medium,GK
207599,M. Keane,England,80,CB,Medium/High,RCB
210513,J. Quintero,Colombia,80,"CAM, CF",High/Low,RES
210617,Samu Castillejo,Spain,80,"RM, LM, CM",Medium/High,SUB
215223,W. Benítez,Argentina,80,GK,Medium/Medium,GK
220018,A. Rebić,Croatia,80,"ST, LW, CAM",High/Medium,ST
225508,E. Bailly,Cote d'Ivoire,80,CB,Medium/High,RES
230977,M. Almirón,Paraguay,80,"LW, CF",High/High,LS
235374,M. Lazzari,Italy,80,RM,High/High,RM
188988,M. Lanzini,Argentina,80,"CAM, CM, LM",Medium/Medium,LM
190778,J. Zoet,Netherlands,80,GK,Medium/Medium,GK
199005,M. Ryan,Australia,80,GK,Medium/Medium,GK
199577,Sergi Gómez,Spain,80,CB,Medium/Medium,LCB
200155,H. Vanaken,Belgium,80,"CAM, CF",High/High,CAM
201922,M. Hinteregger,Austria,80,CB,High/Medium,LCB
205362,M. Nastasić,Serbia,80,CB,Low/High,LCB
208141,Gabriel,Brazil,80,"CM, CDM",Medium/High,RCM
196978,C. Wilson,England,80,ST,High/Medium,ST
198118,J. Guilavogui,France,80,"CDM, CM",Medium/High,CB
203483,D. Klaassen,Netherlands,80,"CM, CAM",High/High,LCM
203605,P. Kadeřábek,Czech Republic,80,"RWB, RB, RM",High/High,RWB
204024,C. Kramer,Germany,80,"CDM, CM",High/High,SUB
204525,Iñigo Martínez,Spain,80,CB,Medium/Medium,LCB
205070,Portu,Spain,80,"CF, ST, RM",High/Medium,SUB
206545,Manu Trigueros,Spain,80,"CM, CDM",Medium/Medium,LDM
208128,H. Çalhanoğlu,Turkey,80,"LW, CAM, CM",Medium/Medium,SUB
208498,M. Dabbur,Israel,80,"ST, LM",Medium/Low,SUB
210665,M. Halstenberg,Germany,80,LB,High/Medium,LWB
219985,M. Vecino,Uruguay,80,CDM,High/High,SUB
220407,M. Dúbravka,Slovakia,80,GK,Medium/Medium,GK
227290,M. Dmitrović,Serbia,80,GK,Medium/Medium,GK
45186,Joaquín,Spain,80,"LM, ST, RM",High/Medium,LM
54050,W. Rooney,England,80,ST,Medium/High,ST
110677,Moyá,Spain,80,GK,Medium/Medium,GK
139068,Nani,Portugal,80,"LW, RW",High/Medium,LW
142754,J. Mascherano,Argentina,80,"CDM, CB",Low/High,CDM
146748,Diego López,Spain,80,GK,Medium/Medium,GK
148119,I. Akinfeev,Russia,80,GK,Medium/Medium,GK
153244,A. Gignac,France,80,ST,Medium/Medium,ST
154472,Jorge Molina,Spain,80,ST,Medium/Medium,LS
158121,B. Costil,France,80,GK,Medium/Medium,GK
159147,L. Perrin,France,80,CB,Medium/High,LCB
163155,B. Foster,England,80,GK,Medium/Medium,GK
163264,T. Heaton,England,80,GK,Medium/Medium,GK
163705,S. Mandanda,France,80,GK,Medium/Medium,GK
164029,Charles,Brazil,80,ST,High/High,SUB
165109,S. Radu,Romania,80,CB,Medium/High,SUB
169595,D. Rose,England,80,"LB, LWB",Medium/High,LB
170368,E. Lamela,Argentina,80,"RM, LM, CAM",High/High,SUB
171579,Raúl García,Spain,80,CAM,High/Medium,CAM
171919,Naldo,Brazil,80,CB,Medium/Medium,SUB
172522,D. Wass,Denmark,80,"CM, RB, RM",Medium/Medium,RB
173373,S. Romero,Argentina,80,GK,Medium/Medium,SUB
175379,Pedro León,Spain,80,RM,Medium/Low,RM
176376,I. Piatti,Argentina,80,"LW, CF, ST",High/Medium,SUB
176550,D. Ospina,Colombia,80,GK,Medium/Medium,SUB
176930,M. Díaz,Chile,80,"CDM, CM",Medium/High,CDM
177326,M. Valbuena,France,80,"LM, CAM",High/Medium,CAM
177457,L. Bender,Germany,80,"RB, CDM, CM",Medium/High,RM
177458,S. Bender,Germany,80,"CB, CDM",Medium/High,CB
178213,E. Capoue,France,80,"CDM, CM",Medium/Medium,LDM
178424,Antunes,Portugal,80,LB,High/Medium,LB
179783,R. Fährmann,Germany,80,GK,Medium/Medium,SUB
179847,F. Fazio,Argentina,80,CB,Medium/Medium,RCB
181098,M. Hasebe,Japan,80,"CB, CDM",Medium/Medium,CB
182002,Sidnei,Brazil,80,CB,High/Medium,LCB
183900,D. Perotti,Argentina,80,LW,Medium/Medium,SUB
184252,L. Pratto,Argentina,80,ST,High/Medium,LS
184881,S. Feghouli,Algeria,80,"RM, RW, CAM",High/Low,RM
186345,K. Trippier,England,80,"RB, RWB",High/Medium,RB
186547,M. Musacchio,Argentina,80,CB,Medium/Medium,RCB
187052,Y. M'Vila,France,80,"CDM, CM",Medium/Medium,LDM
187072,L. Stindl,Germany,80,CF,Medium/Medium,RES
187491,F. Smolov,Russia,80,ST,High/Medium,ST
187936,S. Nzonzi,France,80,"CDM, CM",Medium/Medium,SUB
189271,F. Coquelin,France,80,"CM, CDM",Medium/High,LCM
189362,Hulk,Brazil,80,"RM, RW, ST",High/Medium,RW
189712,K. Strootman,Netherlands,80,"CM, CDM",High/High,SUB
189881,C. Smalling,England,80,CB,Medium/High,SUB
190547,K. Glik,Poland,80,CB,Low/Medium,RCB
190972,E. Salvio,Argentina,80,RM,High/Medium,SUB
192593,D. Subašić,Croatia,80,GK,Medium/Medium,SUB
192641,K. Vogt,Germany,80,CB,High/Medium,CB
193061,R. Pereyra,Argentina,80,"LM, CAM",High/Medium,LM
193738,Y. Belhanda,Morocco,80,"CAM, CM",Medium/Medium,LCM
194879,Sergi Enrich,Spain,80,ST,High/High,RS
195086,D. Lovren,Croatia,80,CB,Medium/High,SUB
196889,S. Verdi,Italy,80,"LM, RW",High/Medium,SUB
199110,L. Muriel,Colombia,80,ST,High/Medium,SUB
199206,D. Vida,Croatia,80,"CB, RB",Medium/High,RCB
199416,Ibai Gómez,Spain,80,"RM, RW, LM",Medium/Medium,SUB
200260,S. Berghuis,Netherlands,80,RW,Medium/Low,RW
200315,Cristian Tello,Spain,80,"LM, RM",Medium/Medium,SUB
201119,Ismaily,Brazil,80,LB,High/Medium,LB
201454,F. Ghoulam,Algeria,80,LB,High/Medium,LB
201956,S. Sané,Senegal,80,"CB, CDM",Medium/High,RCB
202685,S. Zaza,Italy,80,ST,High/High,SUB
203890,S. Vrsaljko,Croatia,80,RB,High/Medium,SUB
203895,Pozuelo,Spain,80,"CAM, CF",High/Medium,CAM
204838,R. Jiménez,Mexico,80,ST,High/High,RS
205525,Bernard,Brazil,80,LM,High/Medium,LM
206413,T. Stepanenko,Ukraine,80,CDM,Medium/High,RDM
214584,F. Armani,Argentina,80,GK,Medium/Medium,GK
215057,I. Marcone,Argentina,80,"CDM, CM",Medium/High,RCM
222943,Jony,Spain,80,LM,High/Medium,LM
223578,Mata,Spain,80,ST,High/Medium,RS
227536,M. Marega,Mali,80,"ST, RM",High/Medium,RS
230234,Everton Andrão,Brazil,80,"CDM, CM",High/High,CDM
230347,Welington Dano,Brazil,80,"LB, LM",Medium/Medium,LB
245294,J. Serendero,Uruguay,80,GK,Medium/Medium,
245300,M. Baldona,Uruguay,80,"CDM, CM",High/High,
245308,M. Nérez,Uruguay,80,"LB, LM",Medium/Medium,
238794,Vinícius Jr.,Brazil,79,LW,High/Medium,RW
227535,R. Bentancur,Uruguay,79,CM,Medium/Medium,SUB
233927,Lucas Paquetá,Brazil,79,"CAM, CM",High/Medium,CAM
229880,A. Wan-Bissaka,England,79,RB,Medium/High,RB
231691,A. Lafont,France,79,GK,Medium/Medium,GK
237678,I. Konaté,France,79,CB,High/High,CB
225193,Merino,Spain,79,"CM, CDM, LM",Medium/Medium,LCM
228092,S. Berge,Norway,79,"CDM, CM",Medium/High,LCM
228251,L. Pellegrini,Italy,79,"CM, CAM, CDM",High/Medium,RDM
235805,F. Chiesa,Italy,79,"RW, CF",High/High,RW
244260,Dani Olmo,Spain,79,"CAM, LM, CM",High/Medium,LCM
213160,R. Zobnin,Russia,79,"CDM, CM, LM",High/High,RDM
216388,A. Saint-Maximin,France,79,"RW, LW, ST",High/Low,SUB
224254,C. Pavón,Argentina,79,"RW, ST, LW",High/Medium,SUB
226229,T. Kehrer,Germany,79,"CB, RB",Medium/High,RB
227796,C. Pulisic,USA,79,"LW, RW",Medium/Medium,LW
230938,F. Kessié,Cote d'Ivoire,79,CM,High/High,RCM
235212,A. Hakimi,Morocco,79,"LB, RB",High/Low,SUB
235424,D. Samassékou,Mali,79,"CDM, CM",Medium/Medium,SUB
235945,Marc Roca,Spain,79,"CDM, CM",Medium/High,RCM
238476,D. Zagadou,France,79,"CB, LB",Medium/High,SUB
244369,V. Tsygankov,Ukraine,79,"RM, LM",High/Medium,RM
210315,De Tomás,Spain,79,ST,Medium/Medium,LS
213666,R. Loftus-Cheek,England,79,"CM, LM",High/Medium,SUB
216435,S. Lobotka,Slovakia,79,"CM, CDM",Medium/High,RDM
220182,J. Denayer,Belgium,79,CB,Medium/High,LCB
222331,L. Klostermann,Germany,79,"RB, LB",Medium/Medium,RWB
225663,A. Golovin,Russia,79,"CAM, CM",High/High,RCM
225711,A. Diallo,France,79,"CB, LB",High/Medium,SUB
226851,B. Pavard,France,79,"CB, RB",Medium/Medium,SUB
229167,M. Rashica,Kosovo,79,"LW, CF, RW",High/Medium,LW
229984,B. Chilwell,England,79,LB,High/High,LB
232381,Wesley,Brazil,79,ST,High/High,ST
236792,T. Souček,Czech Republic,79,CDM,High/High,LDM
241184,Junior Firpo,Spain,79,"LB, LM, LWB",Medium/Medium,SUB
205569,J. Ward-Prowse,England,79,"CM, RM",Medium/Medium,RCM
208330,A. Januzaj,Belgium,79,"RW, RM",Medium/Low,RW
210411,Otávio,Brazil,79,"RM, CAM, CM",High/Medium,SUB
212977,N. Stark,Germany,79,"CB, CDM",Medium/Medium,RCB
213655,A. Iwobi,Nigeria,79,"LM, LW, RM",High/Medium,SUB
214947,J. Gbamin,Cote d'Ivoire,79,"CDM, CM, CB",Medium/High,RDM
220253,Munir,Spain,79,"ST, RW, LM",High/Low,RW
220651,Angeliño,Spain,79,LB,High/Medium,SUB
220697,J. Maddison,England,79,"CAM, CM, LW",High/Medium,LW
228941,André Silva,Portugal,79,ST,Medium/Medium,RES
231943,Richarlison,Brazil,79,"RM, LM, ST",High/Medium,RM
232862,S. Nakajima,Japan,79,"LM, CF",High/Low,SUB
233419,Raphinha,Brazil,79,"RW, LW",High/Medium,RW
202335,E. Dier,England,79,"CDM, CB, CM",Medium/High,SUB
207421,L. Trossard,Belgium,79,LW,High/Medium,LW
210455,Jonny,Spain,79,"LWB, LB",High/High,LWB
210896,M. Sanson,France,79,"CM, CAM",Medium/Medium,LCM
213991,J. Lerma,Colombia,79,"CDM, CM",Medium/High,LCM
216643,L. Dubois,France,79,RB,Medium/Medium,RB
228336,F. Grillitsch,Austria,79,"CM, CDM",Medium/Medium,LCM
192816,L. Cabrera,Uruguay,79,"CB, LB",Low/Medium,LCB
199189,R. Barkley,England,79,"CAM, CM",Medium/Medium,SUB
201377,J. Murillo,Colombia,79,CB,Medium/High,RCB
202695,J. Tarkowski,England,79,CB,Medium/Medium,RCB
203775,L. Karius,Germany,79,GK,Medium/Medium,GK
203841,N. Pope,England,79,GK,Medium/Medium,GK
204082,J. Brooks,USA,79,CB,Medium/High,LCB
204529,M. Batshuayi,Belgium,79,ST,Medium/Low,SUB
206511,M. Arnold,Germany,79,"CM, CDM, CAM",High/High,LCM
207993,S. Kolašinac,Bosnia Herzegovina,79,"LB, LWB",High/Medium,SUB
210047,F. Schär,Switzerland,79,CB,High/High,RCB
213516,Ricardo Horta,Portugal,79,LW,Medium/Medium,LW
215353,L. Alario,Argentina,79,ST,High/Medium,SUB
221639,Mariano,Dominican Republic,79,ST,High/Medium,SUB
223597,R. Aguilar,France,79,"RB, RWB",High/High,RB
228229,F. Balbuena,Paraguay,79,CB,Medium/Medium,RCB
192227,S. Mustafi,Germany,79,CB,Medium/High,SUB
193601,G. Pezzella,Argentina,79,CB,Medium/Medium,LCB
202429,D. da Costa,Germany,79,"RWB, RM, RB",High/High,RM
202750,W. Boly,France,79,CB,Medium/Medium,LCB
205923,B. Davies,Wales,79,"LB, LWB",Medium/High,SUB
209297,Fred,Brazil,79,CM,High/High,SUB
218066,M. Samatta,Tanzania,79,ST,High/High,ST
219693,Diego Carlos,Brazil,79,CB,Medium/High,SUB
224069,K. Toko-Ekambi,Cameroon,79,"ST, LM, LW",High/Medium,LM
229909,A. Lunev,Russia,79,GK,Medium/Medium,
231969,R. Malinovskyi,Ukraine,79,"CM, CAM, CDM",High/High,SUB
183285,M. Sakho,France,79,CB,Medium/High,SUB
185422,J. King,Norway,79,"CF, ST",Medium/Medium,CF
193408,H. Seferović,Switzerland,79,ST,High/Medium,RS
194222,Laguardia,Spain,79,CB,Medium/High,RCB
194957,P. Jones,England,79,CB,Medium/High,SUB
197853,S. Aurier,Cote d'Ivoire,79,"RB, RWB",High/Medium,RES
202884,L. Spinazzola,Italy,79,"LM, LB",Medium/Medium,SUB
204105,K. Lala,France,79,RWB,High/Medium,RWB
204259,S. Arias,Colombia,79,RB,High/Medium,SUB
205407,D. Baselli,Italy,79,CM,High/Medium,RCM
205686,T. Savanier,France,79,"CM, CDM",Medium/Medium,RES
205976,Leo Baptistao,Brazil,79,"ST, RW, RM",Medium/Medium,ST
208004,J. Veltman,Netherlands,79,"CB, RB",Medium/Medium,RCB
216150,D. Zappacosta,Italy,79,"RB, RWB",High/High,SUB
221445,Wu Lei,China PR,79,"ST, LM, LW",Medium/Medium,LS
113422,David Villa,Spain,79,"ST, LW",High/Low,LS
124375,B. Yılmaz,Turkey,79,ST,High/Low,ST
140293,A. Mirante,Italy,79,GK,Medium/Medium,SUB
158232,S. Kalou,Cote d'Ivoire,79,"LM, ST, RM",Medium/Low,LM
158625,Dante,Brazil,79,CB,Medium/High,LCB
158626,M. Debuchy,France,79,RB,High/Medium,RB
159065,E. Lavezzi,Argentina,79,"ST, CAM",High/Low,SUB
161956,Borja Valero,Spain,79,"CAM, CDM",Medium/Medium,RES
166706,M. Škrtel,Slovakia,79,CB,Medium/High,SUB
169588,J. Evans,Northern Ireland,79,CB,Medium/High,RCB
172114,D. Valeri,Argentina,79,"CAM, ST",High/Medium,CAM
172862,N. Moisander,Finland,79,CB,High/Medium,LCB
173208,D. Criscito,Italy,79,"LB, CB",High/Medium,LCB
173221,A. Candreva,Italy,79,RM,Medium/Medium,SUB
173521,Marcano,Spain,79,CB,Medium/Medium,LCB
173909,K. Boateng,Ghana,79,"CF, CM",High/Medium,SUB
176915,A. Fernández,Argentina,79,"CM, CDM",Medium/Medium,LDM
176919,N. Guzmán,Argentina,79,GK,Medium/Medium,GK
177604,Nacho Monreal,Spain,79,"LB, CB",High/Medium,LB
177633,Ángel,Spain,79,ST,High/Medium,SUB
178085,Granero,Spain,79,"CM, LM, RM",Medium/Medium,SUB
178311,Éder,Italy,79,ST,High/Medium,LS
178415,R. Vormer,Netherlands,79,CM,High/High,RCM
180216,S. Coleman,Republic of Ireland,79,RB,High/High,RB
180819,A. Lallana,England,79,CM,High/High,SUB
182212,A. Modeste,France,79,ST,Medium/Medium,LS
182945,M. Gradel,Cote d'Ivoire,79,"LW, LM",High/High,LW
183512,Yuri Berchiche,Spain,79,LB,High/Medium,LB
184949,Mariano,Brazil,79,RB,High/Medium,RB
185239,O. Toprak,Turkey,79,CB,Medium/Medium,RCB
185431,N. Kalinić,Croatia,79,ST,High/High,SUB
186537,C. Stuani,Uruguay,79,ST,Medium/Low,ST
186569,S. Ulreich,Germany,79,GK,Medium/Medium,SUB
186832,K. Asamoah,Ghana,79,LB,High/High,SUB
188081,Alex Teixeira,Brazil,79,"ST, CAM",High/Medium,RS
188427,S. Lulić,Bosnia Herzegovina,79,LM,High/High,SUB
189250,S. Rondón,Venezuela,79,ST,High/Medium,ST
189358,S. Kagawa,Japan,79,"CAM, CM, CF",Medium/Low,CAM
189461,J. Wilshere,England,79,"CM, CAM, CDM",Medium/Medium,LCM
189690,Guaita,Spain,79,GK,Medium/Medium,GK
190143,Cote,Spain,79,LB,High/Low,LB
190264,Iago Falqué,Spain,79,"CF, RW",High/Medium,RF
191180,J. Pastore,Argentina,79,"CM, LW, RW",High/Medium,SUB
191687,Maicon,Brazil,79,CB,Medium/High,RCB
192492,F. Orellana,Chile,79,"RM, CAM, LM",High/Low,LM
192598,Elkeson,Brazil,79,"ST, LW",High/Medium,ST
192678,Kike García,Spain,79,"ST, LM",Medium/Medium,LS
192679,Escudero,Spain,79,"LB, LM",Medium/Medium,SUB
192789,Mario Gaspar,Spain,79,"RB, RM, CB",High/Medium,SUB
193152,Herrerín,Spain,79,GK,Medium/Medium,GK
193469,Víctor Ruiz,Spain,79,CB,Medium/Medium,LCB
194728,I. Belfodil,Algeria,79,ST,High/Medium,SUB
194794,A. Yarmolenko,Ukraine,79,"RM, RW",High/Medium,SUB
194845,W. Khazri,Tunisia,79,"ST, CAM",High/High,ST
196432,E. Pérez,Argentina,79,"CDM, CM",Medium/Medium,RDM
197083,D. Caligiuri,Italy,79,"RWB, RB, RM",Medium/High,RB
199304,Danilo,Brazil,79,"RB, LB",High/Medium,SUB
199393,N. Pallois,France,79,CB,Medium/High,LCB
199715,Vitolo,Spain,79,"LM, RM",Medium/Medium,SUB
201144,M. Badelj,Croatia,79,"CDM, CM",Medium/Medium,CDM
201325,C. Tătărușanu,Romania,79,GK,Medium/Medium,SUB
203757,Zé Luís,Cape Verde,79,ST,Medium/Medium,LS
203843,D. Suárez,Uruguay,79,"RB, RM",High/Medium,RB
204277,Roque Mesa,Spain,79,"CDM, CM",Medium/High,RCM
204614,Mário Rui,Portugal,79,LB,High/Medium,SUB
205114,T. Inui,Japan,79,"LM, RM",Medium/Medium,SUB
206225,D. Cheryshev,Russia,79,"LM, LW",High/Low,SUB
207664,C. Bacca,Colombia,79,ST,Medium/Low,SUB
208230,A. Samaris,Greece,79,"CDM, CM",Medium/High,LCM
208334,J. Hector,Germany,79,"LB, CDM",Medium/Medium,LB
211241,Rubén Peña,Spain,79,"RB, RM",High/Low,RB
213761,A. Hamdallah,Morocco,79,ST,Medium/Low,ST
215061,D. Benedetto,Argentina,79,ST,High/Low,ST
215135,L. Sigali,Argentina,79,CB,High/High,LCB
221540,Raúl,Brazil,79,CB,Medium/High,SUB
222709,Petros,Brazil,79,"CDM, CM",Medium/Medium,RDM
224116,Dyego Sousa,Portugal,79,ST,High/Medium,CF
227476,Soares,Brazil,79,ST,High/High,SUB
229788,Rubén Alcaraz,Spain,79,"CM, CDM",Medium/High,LCM
230201,Maikel Catarino,Brazil,79,"RB, RM",High/Medium,RB
230212,Antônio Chiamuloira,Brazil,79,"CB, LB",Medium/Medium,RCB
230251,Melvin Parrela,Brazil,79,CDM,Medium/Medium,RDM
230312,Gabri Prestão,Brazil,79,GK,Medium/Medium,GK
230498,Luimo Boas Santos,Brazil,79,ST,High/Medium,ST
245298,D. Lenzado,Uruguay,79,"CB, LB",Medium/Medium,
245302,E. Riquero,Uruguay,79,"CDM, CM, CAM",High/Medium,
245306,L. Sáreda,Uruguay,79,GK,Medium/Medium,
245315,E. Aguerro,Uruguay,79,ST,High/Medium,
225116,A. Meret,Italy,78,GK,Medium/Medium,GK
235353,I. Sarr,Senegal,78,"RM, LM",High/Medium,SUB
234378,D. Rice,England,78,"CDM, CB, CM",Medium/High,CDM
234943,F. Neuhaus,Germany,78,CM,Medium/Medium,CAM
235926,M. Zaracho,Argentina,78,"CAM, RM, CM",High/Medium,CAM
242236,Ferro,Portugal,78,CB,Medium/Medium,LCB
224221,J. Andersen,Denmark,78,CB,Medium/High,RCB
229261,D. Zakaria,Switzerland,78,"CM, CDM",Medium/Medium,RCM
231633,I. Diop,France,78,CB,Medium/Medium,LCB
234045,H. Onyekuru,Nigeria,78,"LM, ST",High/Low,LM
234612,J. Ikoné,France,78,CAM,High/Medium,RM
235889,C. Ünder,Turkey,78,"RW, RM",Medium/Medium,RM
222665,M. Ødegaard,Norway,78,"RW, CAM, CM",Medium/Medium,CAM
225085,J. Bamba,France,78,LM,High/High,LM
225309,N. Amiri,Germany,78,"CAM, CM",Medium/Medium,SUB
227813,O. Zinchenko,Ukraine,78,LB,Medium/Medium,LB
236461,J. Mateta,France,78,ST,High/Low,RES
205201,O. Yokuşlu,Turkey,78,"CDM, CM, CB",Medium/High,SUB
208268,B. Cristante,Italy,78,"CM, CDM, CAM",Medium/Medium,SUB
212501,L. Dendoncker,Belgium,78,"CM, CB",High/High,RCM
218339,M. Dahoud,Germany,78,"CM, CDM",High/High,SUB
221491,N. Elvedi,Switzerland,78,"CB, RB, LB",Medium/Medium,LCB
223334,Joelinton,Brazil,78,"ST, CAM",High/Medium,RS
226766,Daniel Podence,Portugal,78,"LM, RM, CAM",High/Medium,LM
229773,G. Dzhikiya,Russia,78,CB,High/High,LCB
236295,Aarón Martín,Spain,78,LB,High/Medium,LB
237239,E. Bardhi,FYR Macedonia,78,"CM, LM, CAM",Medium/Medium,LCM
239433,N. Maksimović,Serbia,78,"CM, CDM",High/High,RDM
240289,Calero,Spain,78,CB,High/Medium,LCB
203042,J. Butland,England,78,GK,Medium/Medium,GK
208777,Óliver Torres,Spain,78,CM,High/Medium,SUB
209519,G. Laborde,France,78,ST,High/Medium,RS
212616,R. De Paul,Argentina,78,"CF, CM, LW",Medium/Medium,LCM
212626,D. Selke,Germany,78,ST,High/Medium,SUB
212811,M. Lemina,Gabon,78,"CM, CDM",Medium/Medium,SUB
213135,D. Origi,Belgium,78,ST,High/Medium,SUB
213629,E. Pulgar,Chile,78,"CDM, CM",Medium/High,LCM
214092,A. Miranchuk,Russia,78,"CAM, ST",Medium/Medium,CAM
214394,W. Barrios,Colombia,78,"CDM, CM",Medium/High,
214979,J. Musso,Argentina,78,GK,Medium/Medium,GK
215399,Rúben Vezo,Portugal,78,"CB, RB",Medium/Medium,RCB
219792,B. Santamaria,France,78,"CDM, CM",Medium/Medium,CM
220523,Y. Mina,Colombia,78,CB,Medium/Medium,LCB
224309,Joan Jordán,Spain,78,"CM, CDM, CAM",Medium/Medium,SUB
227234,L. Tousart,France,78,CDM,Low/High,CDM
231887,Y. Yazıcı,Turkey,78,"CAM, CM, RM",High/Medium,CAM
199439,M. Gregoritsch,Austria,78,"CAM, ST",High/Low,CAM
203487,J. Lascelles,England,78,CB,Medium/High,CB
203535,T. Vilhena,Netherlands,78,CM,High/High,
205192,Denis Suárez,Spain,78,"CM, LM, RM",Medium/Medium,LM
205193,K. Rekik,Netherlands,78,CB,Medium/High,LCB
207948,B. Traoré,Burkina Faso,78,"RW, ST, RM",High/Medium,RW
211382,I. Amadou,France,78,"CDM, CB",Medium/High,SUB
212150,M. Meyer,Germany,78,"CM, LM",Medium/Medium,LM
212442,José Sá,Portugal,78,GK,Medium/Medium,GK
213732,A. Selikhov,Russia,78,GK,Medium/Medium,SUB
215716,A. Mitrović,Serbia,78,ST,Medium/Medium,ST
219145,G. Maripán,Chile,78,CB,Low/High,LCB
225126,E. Skhiri,Tunisia,78,"CDM, CM",Medium/High,RDM
233096,D. Dumfries,Netherlands,78,RB,High/Medium,RB
234226,Bruno Viana,Brazil,78,CB,Medium/High,RCB
199641,M. Sels,Belgium,78,GK,Medium/Medium,GK
200353,A. Soumaoro,France,78,CB,Medium/Medium,LCB
201519,J. Veretout,France,78,"CM, CDM",Medium/High,LDM
203965,V. Fischer,Denmark,78,"LM, ST",High/Medium,LM
205391,S. Meïté,France,78,"CM, CDM",Medium/Medium,LCM
205402,J. Boëtius,Netherlands,78,"CAM, LW",Medium/High,CAM
210935,D. Berardi,Italy,78,"RW, ST",High/Low,RW
212153,R. Gagliardini,Italy,78,"CDM, CM",Medium/High,SUB
215256,R. Saravia,Argentina,78,RB,High/High,SUB
215590,Ayoze Pérez,Spain,78,"CF, RW, RM",High/High,RW
220093,H. Hateboer,Netherlands,78,"RM, RB",Medium/High,RM
225997,B. Verbič,Slovenia,78,"LM, RM",High/Medium,LM
226377,G. Martínez,Argentina,78,"CAM, LM, RM",High/Low,CAM
187598,Rafael Tolói,Brazil,78,CB,High/Medium,CB
192622,S. Duffy,Republic of Ireland,78,CB,Medium/High,RCB
197948,F. Lejeune,France,78,CB,Medium/High,SUB
199915,L. Dunk,England,78,CB,Medium/High,CB
200677,Pedro Mendes,Portugal,78,CB,Medium/Medium,LCB
202642,Fernando,Brazil,78,"CDM, CM",Medium/Medium,RAM
203980,K. Fortounis,Greece,78,"CAM, LM",High/Low,RES
208449,C. Hérelle,France,78,CB,Medium/Medium,RCB
208620,Omar Mascarell,Spain,78,"CDM, CM",Low/Medium,LDM
211368,Bruma,Portugal,78,LW,High/Medium,LW
228236,S. Deli,Cote d'Ivoire,78,CB,Medium/High,LCB
236690,M. Ngadeu,Cameroon,78,"CB, CDM",Medium/High,LCB
188942,V. Wanyama,Kenya,78,"CDM, CM",Low/High,SUB
190324,C. Kabasele,Belgium,78,CB,Medium/High,SUB
193983,A. Delort,Algeria,78,ST,High/High,LS
195668,Joel Robles,Spain,78,GK,Medium/Medium,GK
198031,Sérgio Oliveira,Portugal,78,"CM, CDM",Medium/Medium,RCM
199069,V. Aboubakar,Cameroon,78,ST,High/Medium,SUB
200318,M. Uth,Germany,78,"ST, RW, RM",Medium/High,SUB
201417,M. Doherty,Republic of Ireland,78,RWB,High/Medium,RWB
201505,David López,Spain,78,"CB, CDM",Medium/High,SUB
202024,R. Freuler,Switzerland,78,CM,Medium/Medium,RCM
202325,D. Demme,Germany,78,"CDM, CM",Medium/High,SUB
202789,A. Schwolow,Germany,78,GK,Medium/Medium,GK
202849,J. Vestergaard,Denmark,78,CB,Medium/Medium,LCB
209288,F. Mollet,France,78,CAM,High/Medium,CAM
210324,J. Hofmann,Germany,78,"CAM, RM, LM",Medium/Medium,SUB
212096,V. Grifo,Italy,78,"LM, CF",Medium/Medium,CAM
213388,F. Tait,France,78,"LM, LW, CM",High/Medium,LS
213400,D. Laxalt,Uruguay,78,LM,High/High,SUB
215466,N. Maksimović,Serbia,78,CB,Medium/High,SUB
